gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,avg_charge_per_tenure,has_fiber,is_month_to_month,has_online_security,has_tech_support
Female,1,Yes,Yes,2,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,147.67703430546226,295.3540686109245,1,73.83851715273113,0,1,0,1
Female,0,No,No,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.44075440113413,124.3222632034024,0,13.813584800378043,1,1,0,0
Male,1,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,170.48882643170575,681.955305726823,0,42.62220660792644,1,1,1,1
Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,193.27133812436008,579.8140143730802,0,64.42377937478669,1,1,1,0
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,154.27201465186553,308.54402930373107,1,77.13600732593277,1,1,0,0
Female,1,No,No,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,172.36972320159887,0.0,0,172.36972320159887,1,1,0,1
Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,162.9645260973274,162.9645260973274,0,162.9645260973274,1,1,1,1
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,205.0983673163862,820.3934692655448,1,51.27459182909655,1,1,0,1
Female,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,102.92209223886094,0.0,0,102.92209223886094,1,1,1,1
Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,134.7519496650064,269.5038993300128,0,67.3759748325032,1,1,0,0
Female,1,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,144.52122597517388,289.0424519503477,1,72.26061298758694,1,1,1,0
Male,1,No,No,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.13255501053841,117.39766503161523,0,13.044185003512803,1,1,0,0
Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,211.6042591225097,423.2085182450193,0,105.80212956125484,1,1,0,0
Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,97.50226408658736,292.50679225976205,0,32.50075469552912,1,1,0,0
Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,145.36001345351033,290.72002690702067,0,72.68000672675517,1,1,0,0
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,125.27625231057348,250.5525046211469,1,62.63812615528674,1,1,0,0
Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,173.4150870112973,346.8301740225946,1,86.70754350564864,1,1,0,0
Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,152.92735690027553,305.85471380055105,0,76.46367845013776,1,1,1,0
Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,187.20860030973463,374.4172006194693,0,93.60430015486732,1,1,1,1
Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,192.48160951384693,769.9264380553877,0,48.12040237846173,1,1,0,1
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.42890511294103,38.42890511294103,0,38.42890511294103,1,1,0,0
Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,166.77566128650534,500.326983859516,0,55.59188709550178,1,1,0,1
Female,1,Yes,Yes,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.4752326263899,161.9009305055596,0,10.118808156597474,1,1,0,0
Male,1,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.31886903531243,39.31886903531243,0,39.31886903531243,1,1,0,0
Male,1,No,No,0,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,160.57055219824602,0.0,0,160.57055219824602,0,1,0,0
Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,215.66376317309496,0.0,0,215.66376317309496,1,1,0,1
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,145.6473202337504,436.9419607012512,1,48.54910674458347,1,1,0,0
Male,1,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,171.99440306047995,687.9776122419198,0,42.99860076511999,1,1,0,0
Female,1,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,169.96671314031047,339.9334262806209,0,84.98335657015524,1,1,0,0
Female,1,Yes,Yes,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,96.17979629157016,384.7191851662807,0,24.04494907289254,1,1,1,0
Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,169.7223260501832,678.8893042007328,0,42.4305815125458,1,1,0,0
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,150.9188579949299,603.6754319797196,0,37.72971449873248,1,1,0,1
Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,228.71671866665525,914.8668746666208,0,57.17917966666381,1,1,1,1
Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.73085744193236,0.0,0,97.73085744193236,1,1,0,0
Female,0,No,No,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.58159076153442,109.74477228460329,0,12.193863587178141,1,1,0,0
Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,142.7638100815076,0.0,1,142.7638100815076,1,1,0,0
Male,1,No,No,2,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,77.28657088212712,154.57314176425425,1,38.64328544106356,1,1,1,1
Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,157.8199769435649,0.0,0,157.8199769435649,1,1,0,0
Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,149.01987433088698,298.039748661774,1,74.50993716544349,1,1,0,0
Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,201.4525781164009,201.4525781164009,0,201.4525781164009,1,1,0,1
Male,1,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,211.28800644215517,211.28800644215517,0,211.28800644215517,1,1,1,0
Male,1,No,No,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.5102144373702,118.53064331211058,0,13.1700714791234,1,1,0,0
Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,229.02380320719888,229.02380320719888,0,229.02380320719888,1,1,1,0
Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,205.73801378071516,411.4760275614303,0,102.86900689035758,1,1,1,1
Male,0,Yes,Yes,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.20930090164441,76.41860180328882,0,19.104650450822206,1,1,0,0
Female,1,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.702599497842215,134.10779849352664,0,14.900866499280738,0,1,0,0
Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,161.71016046612152,485.13048139836457,1,53.90338682204051,1,1,0,0
Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,135.1603989727443,0.0,0,135.1603989727443,1,1,1,0
Female,1,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.34206458067186,36.34206458067186,0,36.34206458067186,1,1,0,0
Male,1,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,127.66229799467516,255.3245959893503,0,63.83114899733758,1,1,1,1
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,119.92775123814472,359.7832537144342,0,39.975917079381574,1,1,0,0
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,95.52028822600538,382.0811529040215,0,23.880072056501344,1,1,0,1
Male,0,Yes,No,2,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,175.5360670835587,351.0721341671174,0,87.76803354177935,0,1,0,1
Male,0,Yes,No,3,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.20768208399676,114.62304625199027,0,12.735894027998919,1,1,0,0
Male,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,117.04723904677812,0.0,0,117.04723904677812,1,1,1,0
Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,200.87064768130932,803.4825907252374,0,50.21766192032733,1,1,0,0
Male,1,No,No,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,103.06322666026136,0.0,0,103.06322666026136,1,1,0,1
Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,115.8187722871455,231.637544574291,0,57.90938614357275,1,1,1,1
Male,1,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,185.0350027448993,370.0700054897986,0,92.51750137244964,1,1,1,1
Male,1,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,131.55487070645634,394.66461211936905,0,43.85162356881878,1,1,1,1
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,170.1460474953854,510.4381424861562,1,56.715349165128465,1,1,0,0
Female,1,No,No,3,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.90455667712868,248.71367003138604,0,27.63485222570956,1,1,0,1
Female,1,Yes,Yes,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.18121503191731,0.0,0,32.18121503191731,1,1,0,0
Male,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,103.61982587509604,207.23965175019205,0,51.80991293754802,1,1,0,1
Female,1,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,134.60601918789374,269.2120383757875,0,67.30300959394687,1,1,0,1
Male,0,Yes,No,1,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,174.19056582113362,174.19056582113362,1,174.19056582113362,0,1,0,0
Female,1,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,186.0978675452473,0.0,0,186.0978675452473,1,1,0,1
Male,1,Yes,No,1,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,137.685067095837,137.685067095837,0,137.685067095837,0,1,1,1
Male,1,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,178.249990912198,0.0,0,178.249990912198,1,1,1,0
Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,135.68180611520933,135.68180611520933,0,135.68180611520933,0,1,0,0
Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,160.3986584289178,481.1959752867534,0,53.46621947630593,1,1,1,0
Male,0,No,No,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.57004164323712,94.71012492971136,0,10.523347214412373,1,1,0,0
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.182136999921244,31.182136999921244,1,31.182136999921244,1,1,0,0
Female,0,No,No,0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,144.61743450054,0.0,1,144.61743450054,1,1,1,0
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,162.7296927757969,488.1890783273908,1,54.243230925265635,1,1,0,0
Female,1,Yes,Yes,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.70560994356172,0.0,0,37.70560994356172,1,1,0,0
Female,1,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.92327983418004,0.0,0,37.92327983418004,1,1,0,0
Female,0,No,No,0,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,162.2762761253894,0.0,1,162.2762761253894,0,1,0,0
Male,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,130.42213517085605,391.26640551256816,0,43.474045056952015,1,1,1,0
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.405028747317445,36.405028747317445,0,36.405028747317445,0,1,0,0
Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,185.2958358420637,555.887507526191,0,61.765278614021234,1,1,1,0
Male,1,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,171.6767725186931,343.3535450373862,0,85.83838625934655,1,1,1,1
Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,201.54486808475917,806.1794723390366,0,50.38621702118979,1,1,1,1
Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.87934038421798,42.87934038421798,0,42.87934038421798,1,1,0,0
Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,149.794338846567,299.588677693134,0,74.8971694232835,1,1,1,0
Male,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,153.72456420025878,0.0,0,153.72456420025878,1,1,1,0
Male,1,No,No,0,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,92.63509702946288,0.0,0,92.63509702946288,0,1,0,0
Female,1,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,117.07419568672152,234.14839137344305,1,58.53709784336076,1,1,1,1
Male,1,No,No,3,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,92.20639938906191,276.61919816718574,0,30.73546646302064,1,1,1,1
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,119.01344555525678,357.0403366657703,0,39.671148518418924,1,1,0,1
Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,159.11216726999362,318.22433453998724,0,79.55608363499681,1,1,0,0
Male,0,Yes,No,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.697032255501504,113.0910967665045,0,12.565677418500501,1,1,0,0
Male,1,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,151.6525656469477,454.9576969408431,0,50.55085521564923,1,1,0,1
Male,1,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.62032315371322,83.24064630742645,0,20.81016157685661,1,1,0,0
Female,1,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,121.8787791202887,0.0,0,121.8787791202887,1,1,0,0
Male,0,No,No,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,207.6812670472188,207.6812670472188,0,207.6812670472188,0,1,0,1
Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,217.14427206779808,217.14427206779808,0,217.14427206779808,1,1,1,1
Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,157.97683623234678,315.9536724646936,0,78.98841811617339,1,1,1,1
Male,0,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,141.4097240981747,565.6388963926988,0,35.35243102454368,1,1,1,1
Male,1,No,Yes,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,97.07130663159067,97.07130663159067,0,97.07130663159067,1,1,0,1
Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,223.55848486143884,894.2339394457554,0,55.88962121535971,1,1,1,1
Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,192.1693101227108,768.6772404908431,1,48.0423275306777,1,1,1,0
Male,1,Yes,Yes,0,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.46128078998517,0.0,1,54.46128078998517,1,1,0,0
Female,0,Yes,Yes,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,125.0564167173884,0.0,1,125.0564167173884,1,1,1,1
Male,0,No,Yes,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,42.34324169985842,169.3729667994337,0,10.585810424964604,1,1,0,0
Female,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,189.31971121183932,567.959133635518,0,63.10657040394644,1,1,1,0
Male,1,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,111.92595841229944,0.0,0,111.92595841229944,1,1,0,1
Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,93.12623522087466,0.0,0,93.12623522087466,1,1,0,0
Male,0,No,No,2,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.79421124839026,97.58842249678052,0,24.39710562419513,1,1,0,0
Female,1,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,209.0536799992372,627.1610399977116,0,69.68455999974573,1,1,0,1
Female,1,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,154.3334846947063,617.3339387788252,0,38.583371173676575,1,1,1,1
Female,1,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,140.05177882164168,280.1035576432833,0,70.02588941082084,1,1,0,0
Male,0,Yes,Yes,4,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,58.1973597915022,232.7894391660088,0,14.54933994787555,1,1,0,0
Female,1,No,No,4,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,147.28411773370334,589.1364709348134,0,36.821029433425835,0,1,1,0
Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,148.92003097111635,446.760092913349,0,49.64001032370545,1,1,0,0
Female,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.31215082104573,165.24860328418293,0,10.328037705261433,0,1,0,0
Female,1,No,No,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.76383859178798,0.0,1,33.76383859178798,1,1,0,0
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,171.97588095535602,171.97588095535602,0,171.97588095535602,1,1,0,1
Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,150.17301464620417,600.6920585848167,0,37.54325366155104,1,1,0,0
Female,1,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,203.12284794564863,0.0,0,203.12284794564863,1,1,0,0
Female,1,No,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,190.4610783979655,0.0,0,190.4610783979655,1,1,0,1
Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,147.52609068872164,295.0521813774433,1,73.76304534436082,1,1,0,0
Male,1,Yes,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,179.19882908577884,0.0,1,179.19882908577884,1,1,0,1
Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,113.96536319985476,0.0,0,113.96536319985476,1,1,1,0
Male,1,Yes,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,161.5340138650939,484.60204159528166,0,53.84467128836463,1,1,1,1
Male,1,No,No,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.603255017716016,97.80976505314806,0,10.867751672572005,1,1,0,0
Female,0,No,No,2,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.4461343123422,202.8922686246844,0,50.7230671561711,1,1,1,1
Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,197.6927989012412,395.3855978024824,1,98.8463994506206,1,1,0,0
Male,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,159.8890056790352,479.6670170371056,0,53.296335226345064,1,1,0,1
Female,1,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,118.11525403685891,354.3457621105768,0,39.371751345619636,1,1,1,1
Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,187.71555078442495,187.71555078442495,1,187.71555078442495,1,1,1,0
Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,166.4518750849418,166.4518750849418,1,166.4518750849418,1,1,0,0
Male,0,Yes,Yes,0,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.66920111170212,0.0,0,40.66920111170212,1,1,0,0
Female,1,Yes,Yes,4,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,91.25310798027114,365.01243192108456,1,22.813276995067785,0,1,0,0
Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,187.56291287251585,0.0,1,187.56291287251585,1,1,0,0
Female,1,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,149.9516059085337,149.9516059085337,0,149.9516059085337,1,1,0,0
Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.96672518962352,152.90017556887057,0,16.988908396541174,1,1,0,0
Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,178.3162571276695,356.632514255339,1,89.15812856383475,1,1,0,0
Male,1,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.16863099740182,300.6745239896073,1,18.792157749350455,1,1,0,0
Male,1,Yes,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,112.22738851646812,0.0,0,112.22738851646812,1,1,0,1
Female,1,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,172.73651646495438,690.9460658598175,1,43.184129116238594,1,1,0,0
Male,1,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,139.7660364359695,279.532072871939,0,69.88301821798476,0,1,0,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,138.51769228781876,138.51769228781876,1,138.51769228781876,1,1,0,0
Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,151.53269760895537,606.1307904358214,1,37.88317440223884,1,1,0,0
Male,1,Yes,Yes,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.188684609657344,0.0,0,40.188684609657344,1,1,0,0
