gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,avg_charge_per_tenure,has_fiber,is_month_to_month,has_online_security,has_tech_support
Female,1,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,112.78014966404544,1015.021346976409,0,12.531127740449493,1,1,1,0
Male,1,No,Yes,9,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.48252389997,319.34271509973,0,3.942502655552222,1,1,0,0
Male,0,No,Yes,5,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,92.26360214089972,461.3180107044986,0,18.452720428179944,1,1,1,1
Male,1,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.96290447385695,154.81452236928473,0,6.19258089477139,0,1,0,0
Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,154.58897261887228,772.9448630943614,1,30.917794523774454,1,1,0,1
Female,0,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.48696877311805,54.9739375462361,0,13.743484386559025,1,1,0,0
Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,120.9353599085182,725.6121594511093,0,20.155893318086367,1,1,0,0
Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,176.70066336050132,1767.0066336050131,0,17.670066336050134,1,1,1,0
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,117.57495715437156,352.7248714631147,0,39.19165238479052,1,1,0,0
Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,138.8425454356643,0.0,1,138.8425454356643,1,1,0,0
Female,1,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,158.47993476503174,950.8796085901904,1,26.413322460838625,1,1,0,0
Male,1,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,121.65191316711362,486.6076526684545,1,30.412978291778405,1,1,0,0
Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,115.65351097100356,1040.881598739032,1,12.850390107889284,1,1,0,0
Female,1,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,130.27549636331815,1302.7549636331814,0,13.027549636331816,1,1,1,1
Female,1,No,Yes,11,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,135.4910701437102,1490.4017715808122,0,12.317370013064563,1,1,1,1
Male,0,No,No,4,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.04535967919054,264.18143871676216,1,16.511339919797635,1,1,0,0
Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,127.17853603375474,1271.7853603375474,1,12.717853603375474,1,1,0,0
Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,119.5980332763259,119.5980332763259,0,119.5980332763259,1,1,0,0
Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,124.5228924696953,498.0915698787812,0,31.130723117423823,1,1,1,1
Female,0,No,No,3,Yes,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,93.64327666162316,280.92982998486946,0,31.21442555387439,0,1,1,0
Female,1,No,No,11,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.13416220937027,320.475784303073,0,2.648560200851843,1,1,0,0
Female,0,No,No,7,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,140.89109112871387,986.237637900997,1,20.12729873267341,0,1,0,0
Male,0,No,No,4,Yes,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,148.85837362422055,595.4334944968822,0,37.21459340605514,0,1,0,0
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.21321864390359,34.21321864390359,0,34.21321864390359,1,1,0,0
Male,1,No,Yes,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,150.96683373369248,1358.7015036032324,0,16.774092637076944,1,1,1,1
Female,1,No,Yes,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.431038123221747,199.01726686255225,0,4.061576874745964,1,1,0,0
Male,1,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,116.24674510217984,1162.4674510217983,1,11.624674510217984,1,1,0,0
Male,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,143.90678713552077,719.5339356776038,0,28.781357427104155,1,1,1,1
Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,110.46674407559097,110.46674407559097,0,110.46674407559097,1,1,0,0
Female,1,No,No,4,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,70.09382600501625,280.375304020065,0,17.523456501254064,1,1,1,1
Male,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,154.805786963782,1083.640508746474,0,22.115112423397427,1,1,0,1
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,99.99522049628813,199.99044099257625,0,49.99761024814406,1,1,0,0
Female,1,No,Yes,0,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.265315497866965,0.0,0,40.265315497866965,1,1,0,0
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.78098907580123,808.0289016822111,1,9.975665452866803,1,1,0,0
Female,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,123.5061984694226,741.0371908165355,1,20.584366411570432,1,1,0,0
Female,1,No,No,4,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,145.15636838252868,580.6254735301147,0,36.28909209563217,0,1,1,1
Male,1,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,145.60469226565286,873.6281535939172,0,24.267448710942144,1,1,0,1
Male,1,No,Yes,8,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.95315450429417,295.6252360343533,0,4.619144313036771,1,1,0,0
Female,0,No,Yes,0,Yes,No,No,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,102.76576684049924,0.0,0,102.76576684049924,0,1,0,0
Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,133.6508259132398,668.254129566199,1,26.73016518264796,1,1,0,0
Female,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,121.9865378053047,365.9596134159141,0,40.662179268434905,1,1,1,0
Male,1,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,148.8621675267965,148.8621675267965,0,148.8621675267965,1,1,0,0
Male,1,No,Yes,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.08473523331092,0.0,0,29.08473523331092,1,1,0,0
Female,0,No,No,5,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.976970105762813,144.88485052881407,0,5.795394021152562,1,1,0,0
Female,1,No,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,192.1142436829698,1152.6854620978188,0,32.0190406138283,1,1,0,1
Male,1,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.74812399245772,640.4887439547463,1,17.791353998742952,1,1,0,0
Female,1,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,161.47662408209433,1453.289616738849,1,17.941847120232705,1,1,0,0
Female,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,146.33778459010043,731.6889229505022,0,29.267556918020084,1,1,0,0
Female,1,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,137.23569935115415,960.6498954580792,0,19.605099907307736,1,1,1,1
Female,0,Yes,Yes,9,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.476364417517484,274.28727975765736,0,3.3862627130574983,1,1,0,0
Male,0,No,Yes,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.48122811773485,220.368596824144,0,4.49731830253355,1,1,0,0
Female,1,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,142.2396374544985,1422.396374544985,1,14.22396374544985,1,1,0,0
Female,0,No,Yes,2,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,62.56253249906239,125.12506499812476,1,31.281266249531196,1,1,0,0
Male,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.98233590464868,908.8410231418384,0,11.220259544960964,1,1,0,0
Female,0,Yes,No,8,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.384867742390995,275.078941939128,0,4.298108467798874,1,1,0,0
Female,1,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,115.09583797594802,690.5750278556881,1,19.182639662658,1,1,0,0
Male,0,No,Yes,0,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.179456732301766,0.0,0,45.179456732301766,1,1,0,0
Male,0,No,Yes,6,No,No phone service,No,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.05017747315628,384.3010648389377,0,10.67502957885938,0,1,1,1
Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,181.8544986064692,1818.544986064692,0,18.18544986064692,1,1,1,0
Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,155.7743809707416,1090.4206667951912,0,22.253482995820228,1,1,0,0
Female,1,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,162.5489199856299,0.0,1,162.5489199856299,1,1,0,0
Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,181.63192218812924,544.8957665643877,0,60.543974062709744,1,1,0,0
Female,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,146.41745498402892,878.5047299041735,1,24.40290916400482,1,1,0,0
Male,1,No,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,168.0487205253284,1512.4384847279557,0,18.672080058369822,1,1,1,1
Male,0,No,No,5,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,138.54892680941313,692.7446340470657,0,27.709785361882627,0,1,0,1
Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,172.34703723449886,1723.4703723449886,0,17.234703723449886,1,1,1,0
Female,1,No,Yes,9,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.81400040859927,808.3260036773934,0,9.979333378733251,1,1,0,1
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.62730216589243,241.88190649767728,0,26.87576738863081,1,1,0,0
Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,157.5693708638008,315.1387417276016,0,78.7846854319004,1,1,0,0
Male,0,No,Yes,10,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.254017250833805,342.54017250833806,0,3.4254017250833804,1,1,0,0
Female,1,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,167.85714585588377,1175.0000209911864,0,23.979592265126254,1,1,0,0
Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,134.46400002856743,1344.6400002856742,1,13.446400002856743,1,1,0,0
Female,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,178.90858245432142,1967.994406997536,0,16.264416586756493,1,1,1,1
Male,1,No,No,5,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,157.16364853010546,785.8182426505273,1,31.432729706021092,0,1,0,0
Female,0,No,Yes,0,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.815560255989848,0.0,0,30.815560255989848,1,1,0,0
Male,0,Yes,No,10,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.42209292436024,1154.2209292436023,0,11.542209292436024,0,1,0,1
Male,1,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,132.10291905724398,924.720433400708,0,18.871845579606283,1,1,1,1
Male,1,No,No,1,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,105.67746195859333,105.67746195859333,0,105.67746195859333,0,1,0,0
Male,1,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.36777344934325,518.2066406960595,1,14.394628908223874,1,1,0,0
Male,0,No,Yes,0,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.59259289275981,0.0,0,38.59259289275981,1,1,0,0
Female,1,No,No,3,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,43.95239012636264,131.8571703790879,0,14.650796708787546,1,1,0,0
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.67101296292712,426.6840518517085,0,26.66775324073178,1,1,0,1
Male,0,No,No,5,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.341960652130684,146.70980326065342,0,5.868392130426137,1,1,0,0
Male,0,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,100.87449375353609,605.2469625212165,0,16.81241562558935,1,1,1,1
Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,148.15867532466004,1481.5867532466004,1,14.815867532466005,1,1,0,1
Female,1,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,195.85820842729157,783.4328337091662,0,48.96455210682289,1,1,1,0
Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,135.95582650810377,1087.6466120648302,1,16.99447831351297,1,1,0,0
Male,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.7088112552458,865.7969238077038,0,7.155346477749618,1,1,0,0
Female,0,No,No,8,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.16715632596794,713.3372506077435,0,11.145894540745992,0,1,0,0
Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,135.30076429801187,405.9022928940356,1,45.10025476600396,1,1,0,0
Male,1,No,Yes,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.74142906565301,237.9314325252241,0,3.717678633206626,1,1,0,0
Female,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,138.84148222350154,416.52444667050463,0,46.28049407450052,1,1,0,0
Female,0,No,Yes,5,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,146.58250552141487,732.9125276070744,0,29.316501104282974,0,1,1,0
Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.53349164464109,556.7344415124876,0,11.36192737780587,1,1,0,1
Male,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,164.2852237589653,492.8556712768959,0,54.76174125298843,1,1,1,1
Male,0,No,No,0,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,160.38301815362124,0.0,0,160.38301815362124,0,1,0,1
Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.33722490183874,883.3722490183874,0,8.833722490183874,1,1,0,0
Male,1,No,Yes,8,Yes,Yes,No,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,130.48291432100106,1043.8633145680085,1,16.310364290125133,0,1,0,1
Male,1,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.410752902870335,34.410752902870335,0,34.410752902870335,1,1,0,0
Female,0,Yes,No,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.87456456255442,115.49825825021767,0,7.218641140638605,1,1,0,0
Male,0,No,Yes,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.286517224015604,99.85955167204682,0,11.095505741338535,1,1,0,0
Male,0,Yes,No,11,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,114.4745316564552,1259.2198482210074,0,10.40677560513229,0,1,1,0
Male,1,No,No,11,No,No phone service,No,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.18795090584199,937.0674599642618,0,7.7443591732583625,0,1,1,0
Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,168.16626944481865,1345.3301555585492,0,21.02078368060233,1,1,0,0
Male,0,No,Yes,5,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.783660407749448,158.91830203874724,0,6.35673208154989,1,1,0,0
Female,1,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,152.3123636630733,0.0,0,152.3123636630733,1,1,1,1
Female,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,149.0371583166713,298.0743166333426,1,74.51857915833565,1,1,0,0
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,170.58729662507724,170.58729662507724,0,170.58729662507724,1,1,0,1
Male,0,No,No,9,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.54360181799717,328.89241636197454,1,4.060400201999686,1,1,0,0
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,154.58942951980436,154.58942951980436,0,154.58942951980436,1,1,0,0
Male,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,145.7187820502624,1165.7502564020992,1,18.2148477562828,1,1,0,0
Male,1,Yes,No,11,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,154.99268591167015,1704.9195450283717,0,14.090244173788195,0,1,1,1
Male,1,No,No,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.46247016344781,88.38741049034343,0,9.820823387815937,1,1,0,0
Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,107.5918727897292,860.7349823178337,1,13.44898409871615,1,1,0,0
Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,107.89992517289284,1078.9992517289284,0,10.789992517289283,1,1,1,1
Male,0,No,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,124.5179452973972,622.589726486986,0,24.90358905947944,1,1,0,0
Male,0,No,Yes,5,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.43607181720203,387.1803590860102,0,15.487214363440406,1,1,1,0
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.99504527853236,219.99009055706475,0,54.99752263926618,1,1,0,1
Male,1,No,No,5,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,155.872798299608,779.36399149804,0,31.174559659921602,1,1,1,0
Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,144.99386260453448,1449.9386260453448,1,14.499386260453448,1,1,0,1
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.073623233524174,238.5153626346692,0,4.867660461932025,0,1,0,0
Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,130.77306091263347,261.54612182526694,0,65.38653045631673,1,1,0,0
Male,1,No,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,107.35361591789582,644.121695507375,1,17.892269319649305,1,1,0,0
Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,157.90708424343248,1263.2566739474598,1,19.73838553042906,1,1,0,0
Male,1,No,Yes,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,154.27031357545007,0.0,0,154.27031357545007,1,1,0,0
Female,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,168.98541328705082,1520.8687195834573,0,18.776157031894535,1,1,0,1
Male,0,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.8870066636446,63.7740133272892,0,15.9435033318223,1,1,0,0
Male,1,No,Yes,3,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,190.5801514559754,571.7404543679262,1,63.5267171519918,0,1,1,0
Male,1,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,166.94543205864397,667.7817282345759,1,41.73635801466099,1,1,0,0
Female,0,No,No,6,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.04731191411547,468.2838714846928,0,13.007885319019245,1,1,0,0
Male,1,No,No,10,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,55.767513411801055,557.6751341180105,0,5.576751341180105,1,1,0,1
Male,1,No,Yes,2,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,92.88014265242607,185.76028530485212,0,46.44007132621304,1,1,1,1
Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,158.56113989073611,475.68341967220834,0,52.85371329691204,1,1,0,0
Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,104.0103008450268,416.0412033801072,0,26.0025752112567,1,1,1,1
Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,164.1803243354887,1641.803243354887,0,16.41803243354887,1,1,0,0
Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,137.3462383081671,1510.8086213898382,1,12.486021664378827,1,1,0,0
Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,98.68014396959109,493.4007198479554,1,19.736028793918216,1,1,0,1
Female,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,169.55589697542135,1356.4471758033708,0,21.19448712192767,1,1,0,0
Male,1,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,90.13348511760933,991.4683362937024,0,8.19395319250994,1,1,1,0
Female,0,Yes,Yes,10,Yes,No,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,91.8354631016808,918.354631016808,0,9.18354631016808,0,1,1,1
Female,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.89977539839344,807.1982031871474,0,12.61247192479918,1,1,0,0
Female,1,No,No,6,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.799709930453574,202.79825958272144,0,5.633284988408929,1,1,0,0
Male,0,Yes,No,11,Yes,Yes,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,146.3479219826565,1609.8271418092213,1,13.304356543877862,0,1,0,0
Male,1,Yes,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,136.15987411285147,272.31974822570294,0,68.07993705642573,1,1,1,0
Female,0,Yes,Yes,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.0325419217201,124.1301676868804,1,7.758135480430025,1,1,0,0
